"sku","product_sku","title","price","variation_status","field_lumens","field_cri","field_mounting_type","field_warranty_years"
"FL240SE1H-CM-4KMLP30","FL-SLIM-G3","FL240SE1H-CM-4KMLP30","0","1","40800","70","","5"
